locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	BlastHit	locustag_in_Nmen	GN_in_Nmen	type_in_Nmen	product_in_Nmen	locustag_in_FA1090	GN_in_FA1090	type_in_FA1090	product_in_FA1090
NGFG_01903		gene	methionine aminopeptidase%2C type I	"	Nmen	FA1090"	NMB2093	map	gene	type I methionyl aminopeptidase	NGO_1983	map	gene	type I methionyl aminopeptidase
NGFG_01902		gene	hypothetical protein	"	Nmen	FA1090"	NMB2092		gene	hypothetical protein	NGO_1984		gene	hypothetical protein
NGFG_01901		gene	phospholipid-binding protein	"	Nmen	FA1090"	NMB2091		gene	BON domain-containing protein	NGO_1985		gene	BON domain-containing protein
NGFG_01900		gene	phosphoheptose isomerase	"	Nmen	FA1090"	NMB2090		gene	phosphoheptose isomerase	NGO_1986		gene	phosphoheptose isomerase
NGFG_01899		gene	endonuclease	"	Nmen	FA1090"	NMB2089		gene	YraN family protein	NGO_1987		gene	YraN family protein
NGFG_01898		gene	ribosomal RNA small subunit methyltransferase I	"	Nmen	FA1090"	NMB2088	rsmI	gene	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	NGO_1988	rsmI	gene	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
NGFG_01897		gene	cytochrome b561	"	Nmen	FA1090"			pseudogene	cytochrome b	NGO_10685		gene	cytochrome b
NGFG_01895	obg	gene	GTPase obg	"	Nmen	FA1090"	NMB2086	obgE	gene	GTPase ObgE	NGO_1990	obgE	gene	GTPase ObgE
NGFG_01894		gene	DNA (cytosine-5-)-methyltransferase	"	FA1090"					NGO_1991		gene	DNA cytosine methyltransferase
NGFG_01893		gene	NgoI restriction endonuclease	"	FA1090"					NGO_1992		gene	HaeII family restriction endonuclease
NGFG_01892		gene	cysteinyl-tRNA synthetase	"	Nmen	FA1090"	NMB2083		gene	cysteine--tRNA ligase	NGO_1993		gene	cysteine--tRNA ligase
NGFG_01891		gene	exodeoxyribonuclease III (xth)	"	Nmen	FA1090"	NMB2082	xth	gene	exodeoxyribonuclease III	NGO_1994	xth	gene	exodeoxyribonuclease III
NGFG_01890		gene	hypothetical protein	"	Nmen	FA1090"	NMB2081		gene	hypothetical protein	NGO_1995		gene	hypothetical protein
NGFG_01889		gene	hypothetical protein	"	Nmen	FA1090"	NMB2080		gene	alpha/beta hydrolase	NGO_1996		gene	alpha/beta hydrolase
NGFG_01888		gene	aspartate-semialdehyde dehydrogenase	"	Nmen	FA1090"	NMB2079	asd	gene	aspartate-semialdehyde dehydrogenase	NGO_1997	asd	gene	aspartate-semialdehyde dehydrogenase
NGFG_01887		gene	integral membrane protein	"	Nmen	FA1090"	NMB2078		gene	RDD family protein	NGO_1998		gene	RDD family protein
NGFG_01886		gene	FolD protein	"	Nmen	FA1090"	NMB2077	folD	pseudogene	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	NGO_1999	folD	gene	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
NGFG_06063		tRNA	tRNA-Pro	""								
NGFG_06064		tRNA	tRNA-Arg	""								
NGFG_06065		tRNA	tRNA-His	""								
NGFG_01885		gene	transferase	"	Nmen	FA1090"	NMB2076	rfaE2	gene	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase	NGO_2000	rfaE2	gene	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
NGFG_01884		gene	bifunctional enzyme BirA/CoaX	"	Nmen	FA1090"	NMB2075		gene	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/type III pantothenate kinase	NGO_2001		gene	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/type III pantothenate kinase
NGFG_01883		gene	hypothetical protein	"	Nmen	FA1090"	NMB2074		gene	SPOR domain-containing protein	NGO_2002		gene	cell division protein
NGFG_02480		gene	histone-like nucleoid-structuring protein H-NS	"	FA1090"					NGO_10775		gene	hypothetical protein
NGFG_01880	thiG	gene	thiamine biosynthesis protein ThiG	"	Nmen	FA1090"	NMB2071		gene	thiazole synthase	NGO_2005		gene	thiazole synthase
NGFG_01879	thiS	gene	thiamine biosynthesis protein ThiS	"	Nmen	FA1090"	NMB2070	thiS	gene	sulfur carrier protein ThiS	NGO_2006	thiS	gene	sulfur carrier protein ThiS
NGFG_01878		gene	thiamine-phosphate pyrophosphorylase	"	Nmen	FA1090"	NMB2069	thiE	gene	thiamine phosphate synthase	NGO_2007	thiE	gene	thiamine phosphate synthase
NGFG_01877	thiO	gene	glycine oxidase ThiO	"	Nmen	FA1090"	NMB2068		gene	FAD-dependent oxidoreductase	NGO_2008		gene	FAD-dependent oxidoreductase
NGFG_01876	cytX	gene	hydroxymethylpyrimidine transporter permease CytX	"	Nmen	FA1090"	NMB2067	cytX	gene	putative hydroxymethylpyrimidine transporter CytX	NGO_2009	cytX	gene	putative hydroxymethylpyrimidine transporter CytX
NGFG_01875		gene	TldD protein	"	Nmen	FA1090"	NMB2066	tldD	gene	metalloprotease TldD	NGO_2010	tldD	gene	metalloprotease TldD
NGFG_01874		gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region	"	FA1090"					NGO_2011		gene	amino acid ABC transporter permease
NGFG_01873		gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region	"	FA1090"					NGO_2012		gene	amino acid ABC transporter permease
NGFG_01872		gene	polar amino acid ABC transporter ATP-binding protein	"	FA1090"					NGO_2013		gene	amino acid ABC transporter ATP-binding protein
NGFG_01871		pseudogene		"	FA1090"					NGO_2014		gene	amino acid ABC transporter substrate-binding protein
NGFG_01870		gene	protein-(glutamine-N5) methyltransferase%2C release factor-specific	"	Nmen	FA1090"		prmC	gene	peptide chain release factor N(5)-glutamine methyltransferase	NGO_2015	prmC	gene	peptide chain release factor N(5)-glutamine methyltransferase
NGFG_01869		gene	membrane protein	"	Nmen	FA1090"	NMB2064		gene	Na+/H+ antiporter family protein	NGO_2016		gene	Na+/H+ antiporter family protein
NGFG_01868		gene	SlyX protein	"	Nmen	FA1090"	NMB2063	slyX	gene	protein SlyX	NGO_2017	slyX	gene	protein SlyX
NGFG_01865	thiF	gene	thiazole biosynthesis adenylyltransferase ThiF	"	Nmen	FA1090"	NMB2062		gene	HesA/MoeB/ThiF family protein	NGO_2019		gene	HesA/MoeB/ThiF family protein
NGFG_01864		gene	phosphoenolpyruvate carboxylase	"	Nmen	FA1090"	NMB2061	ppc	gene	phosphoenolpyruvate carboxylase	NGO_2020	ppc	gene	phosphoenolpyruvate carboxylase
NGFG_01863		gene	glycerol-3-phosphate dehydrogenase [NAD(P)+]	"	Nmen	FA1090"	NMB2060		gene	NAD(P)-dependent glycerol-3-phosphate dehydrogenase	NGO_2021		gene	NAD(P)-dependent glycerol-3-phosphate dehydrogenase
NGFG_01862		gene	hypothetical protein	"	Nmen	FA1090"	NMB2059		gene	hypothetical protein	NGO_2022		gene	hypothetical protein
NGFG_01861	zapA	gene	cell division protein ZapA	"	Nmen	FA1090"	NMB2058	zapA	gene	cell division protein ZapA	NGO_2023	zapA	gene	cell division protein ZapA
NGFG_01860		gene	50S ribosomal protein L13	"	Nmen	FA1090"	NMB2057	rplM	gene	50S ribosomal protein L13	NGO_2024	rplM	gene	50S ribosomal protein L13
NGFG_01859		gene	30S ribosomal protein S9	"	Nmen	FA1090"	NMB2056	rpsI	gene	30S ribosomal protein S9	NGO_2025	rpsI	gene	30S ribosomal protein S9
NGFG_01857		gene	hypothetical protein	"	FA1090"					NGO_2026		gene	hypothetical protein
NGFG_01856	metH	gene	LysR family transcriptional regulator%2C regulator for metE and metH	"	Nmen	FA1090"	NMB2055		gene	LysR family transcriptional regulator	NGO_2027		gene	LysR family transcriptional regulator
NGFG_01855		gene	UPF0135 protein	"	Nmen	FA1090"	NMB2054		gene	Nif3-like dinuclear metal center hexameric protein	NGO_2028		gene	Nif3-like dinuclear metal center hexameric protein
NGFG_01854		gene	ubiquinol-cytochrome c reductase%2C iron-sulfur subunit	"	Nmen	FA1090"	NMB2053	petA	gene	ubiquinol-cytochrome c reductase iron-sulfur subunit	NGO_2029	petA	gene	ubiquinol-cytochrome c reductase iron-sulfur subunit
NGFG_01853		gene	cytochrome b	"	Nmen	FA1090"	NMB2052		gene	cytochrome bc complex cytochrome b subunit	NGO_2030		gene	cytochrome bc complex cytochrome b subunit
NGFG_01852		gene	cytochrome c1	"	Nmen	FA1090"	NMB2051		gene	cytochrome c1	NGO_2031		gene	cytochrome c1
NGFG_01851	rmuC	gene	DNA recombination protein RmuC	"	Nmen	FA1090"	NMB2050	rmuC	gene	DNA recombination protein RmuC	NGO_2032	rmuC	gene	DNA recombination protein RmuC
NGFG_01850		gene	metallo-dependent hydrolase	"	Nmen	FA1090"	NMB2049		gene	MBL fold metallo-hydrolase	NGO_2033		gene	MBL fold metallo-hydrolase
NGFG_01849		gene	DNA ligase	"	Nmen	FA1090"	NMB2048		gene	DNA ligase	NGO_2034		gene	DNA ligase
NGFG_01848		gene	hypoxanthine phosphoribosyltransferase	"	Nmen	FA1090"	NMB2047		gene	hypoxanthine-guanine phosphoribosyltransferase	NGO_2035		gene	hypoxanthine-guanine phosphoribosyltransferase
NGFG_01847		gene	PTS system ascorbate-specific IIA component	"	Nmen	FA1090"	NMB2046	iIA	gene	PTS sugar transporter subunit IIA	NGO_2036	iIA	gene	PTS sugar transporter subunit IIA
NGFG_01846	hPr	gene	phosphocarrier protein HPr	"	Nmen	FA1090"	NMB2045		gene	HPr family phosphocarrier protein	NGO_2037		gene	HPr family phosphocarrier protein
NGFG_01845		gene	phosphoenolpyruvate-protein phosphotransferase	"	Nmen	FA1090"	NMB2044	ptsP	gene	phosphoenolpyruvate--protein phosphotransferase	NGO_2038	ptsP	gene	phosphoenolpyruvate--protein phosphotransferase
NGFG_01844		gene	ABC transporter ATP-binding protein	"	Nmen	FA1090"	NMB2042		gene	ABC transporter ATP-binding protein	NGO_2039		gene	ABC transporter ATP-binding protein
NGFG_01843		gene	NUDIX family hydrolase	"	Nmen	FA1090"	NMB2041		gene	NUDIX domain-containing protein	NGO_2040		gene	NUDIX domain-containing protein
NGFG_06066		tRNA	tRNA-Met	""								
NGFG_01842	thiC	gene	thiamine biosynthesis protein ThiC	"	Nmen	FA1090"	NMB2040	thiC	gene	phosphomethylpyrimidine synthase ThiC	NGO_2041	thiC	gene	phosphomethylpyrimidine synthase ThiC
NGFG_02481		gene	pilin pilS6c1	"	Nmen	FA1090"	NMB0023		pseudogene	pilin	NGO_11125		gene	pilin
NGFG_02482		gene	pilin pilS6c3	"	Nmen	FA1090"	NMB0019		gene	pilin			pseudogene	prepilin-type N-terminal cleavage/methylation domain-containing protein
NGFG_01841		gene	glycerate dehydrogenase	"	FA1090"					NGO_2043		pseudogene	D-2-hydroxyacid dehydrogenase
NGFG_01840		gene	methionyl-tRNA synthetase	"	Nmen	FA1090"	NMB0030	metG	gene	methionine--tRNA ligase	NGO_2044	metG	gene	methionine--tRNA ligase
NGFG_01839		gene	glucosamine-fructose-6-phosphate aminotransferase [isomerizing]	"	Nmen	FA1090"	NMB0031	glmS	gene	glutamine--fructose-6-phosphate transaminase (isomerizing)	NGO_2045	glmS	gene	glutamine--fructose-6-phosphate transaminase (isomerizing)
NGFG_01837		gene	lipoprotein	"	Nmen	FA1090"	NMB0032		gene	hypothetical protein	NGO_2047		gene	hypothetical protein
NGFG_01836		gene	membrane-bound lytic murein transglycosylase A	"	Nmen	FA1090"	NMB0033		gene	murein transglycosylase A	NGO_2048		gene	murein transglycosylase A
NGFG_01834		gene	FTR1 family protein	"	Nmen	FA1090"	NMB0034		gene	FTR1 family iron permease	NGO_11035		pseudogene	FTR1 family iron permease
NGFG_01832		gene	UPF0409 lipoprotein	"	Nmen	FA1090"	NMB0035	efeO	gene	iron uptake system protein EfeO	NGO_2050	efeO	gene	iron uptake system protein EfeO
NGFG_01831		gene	dye decolorizing peroxidase	"	Nmen	FA1090"	NMB0036	efeB	gene	deferrochelatase/peroxidase EfeB	NGO_2051	efeB	gene	deferrochelatase/peroxidase EfeB
NGFG_01830		gene	phosphonoacetate hydrolase	"	Nmen	FA1090"	NMB0037		gene	alkylphosphonate utilization protein	NGO_2052		gene	alkylphosphonate utilization protein
NGFG_01829		gene	glmU protein	"	Nmen	FA1090"	NMB0038	glmU	gene	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	NGO_2053	glmU	gene	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
NGFG_01828		gene	hypothetical protein	"	Nmen	FA1090"	NMB0039		gene	hypothetical protein	NGO_2054		gene	hypothetical protein
NGFG_01827		gene	ABC transporter periplasmic binding protein%2C thiB subfamily	"	Nmen	FA1090"	NMB0041		gene	thiamine ABC transporter substrate-binding protein	NGO_2056		gene	thiamine ABC transporter substrate-binding protein
NGFG_01826		gene	small conductance mechanosensitive ion channel protein	"	Nmen	FA1090"	NMB0042		gene	mechanosensitive ion channel family protein	NGO_2057		gene	mechanosensitive ion channel family protein
NGFG_01825	cinA	gene	competence/damage-inducible protein CinA	"	Nmen	FA1090"	NMB0043		gene	CinA family protein	NGO_2058		gene	CinA family protein
NGFG_01824		gene	peptide methionine sulfoxide reductase msrA/msrB	"	Nmen	FA1090"	NMB0044	msrAB	gene	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	NGO_2059	msrAB	gene	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB
NGFG_01822	ftsY	gene	signal recognition particle-docking protein FtsY	"	Nmen	FA1090"	NMB0045	ftsY	gene	signal recognition particle-docking protein FtsY	NGO_2060	ftsY	gene	signal recognition particle-docking protein FtsY
NGFG_02483		gene	opacity protein	"	Nmen	FA1090"	NMB1465		pseudogene	outer membrane beta-barrel protein	NGO_1040a		gene	outer membrane beta-barrel protein
NGFG_01821	pilE	gene	pilin pilE	"	Nmen	FA1090"	NMB0018	pilE	gene	fimbrial major subunit PilE			pseudogene	prepilin-type N-terminal cleavage/methylation domain-containing protein
NGFG_01819		gene	pilin pilEuss2	"	Nmen"	NMB0023		pseudogene	pilin				
NGFG_01818		gene	pilin pilEuss3	"	Nmen	FA1090"	NMB0023		pseudogene	pilin	NGO_11165		gene	pilin
NGFG_01817		gene	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	"	Nmen	FA1090"	NMB0017		gene	UDP-3-O-acyl-N-acetylglucosamine deacetylase	NGO_2065		gene	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NGFG_02484		gene	pilin pilS2c1	"	Nmen	FA1090"	NMB0023		pseudogene	pilin	NGO_11140		gene	pilin
NGFG_02485		gene	pilin pilS2c2	"	Nmen	FA1090"	NMB0023		pseudogene	pilin			pseudogene	pilin
NGFG_00001		gene	pilin invertase/transposase	"	Nmen	FA1090"	NMB1552		gene	IS110 family transposase	NGO_1648		gene	IS110-like element ISNgo3 family transposase
NGFG_00002		gene	zona occludens toxin	"	Nmen	FA1090"	NMB1551		gene	DUF2075 domain-containing protein	NGO_1647		gene	DUF2075 domain-containing protein
NGFG_00003		gene	integral membrane protein	"	Nmen	FA1090"	NMB1550		gene	DUF2523 domain-containing protein	NGO_1646		gene	DUF2523 domain-containing protein
NGFG_02486		gene	TspB protein	"	Nmen	FA1090"	NMB1548	tspB	gene	T cell/B cell stimulating protein TspB	NGO_1140	tspB	gene	T cell/B cell stimulating protein TspB
NGFG_00006		gene	hypothetical protein	"	Nmen"	NMB1547		gene	hypothetical protein				
NGFG_00007		gene	hypothetical protein	"	Nmen"	NMB1546		gene	hypothetical protein				
NGFG_00008		gene	hypothetical protein	"	Nmen"	NMB1545		gene	hypothetical protein				
NGFG_00009		gene	hypothetical protein	"	Nmen"	NMB1544		gene	hypothetical protein				
NGFG_00010		gene	phage replication initiation protein	"	Nmen"	NMB1543		gene	replication initiation factor domain-containing protein				
NGFG_02253		gene	pilin pilS1c12	"	FA1090"							gene	pilin
NGFG_02487		gene	pilin pilS1c3	"	Nmen"	NMB0019		gene	pilin				
NGFG_00014		gene	pilin pilS1c456	"	Nmen	FA1090"	NMB0025		gene	pilin			gene	pilin
NGFG_00016		pseudogene		"	Nmen	FA1090"	NMB2035		gene	M48 family metallopeptidase	NGO_2068		gene	M48 family metallopeptidase
NGFG_00017		gene	1-acylglycerol-3-phosphate O-acyltransferase	"	Nmen	FA1090"	NMB2034		gene	1-acyl-sn-glycerol-3-phosphate acyltransferase	NGO_2069		gene	1-acyl-sn-glycerol-3-phosphate acyltransferase
NGFG_00018		gene	D%2CD-heptose 1%2C7-bisphosphate phosphatase	"	Nmen	FA1090"	NMB2033	gmhB	gene	D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase	NGO_2070	gmhB	gene	D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase
NGFG_00019		pseudogene		"	FA1090"					NGO_2071		gene	LTA synthase family protein
NGFG_00020		pseudogene		"	Nmen	FA1090"	NMB2032		pseudogene	glycosyltransferase family 4 protein	NGO_2072		gene	glycosyltransferase family 4 protein
NGFG_00021		gene	aromatic amino acid transporter	"	Nmen	FA1090"	NMB2031		gene	tryptophan permease	NGO_2073		gene	tryptophan permease
NGFG_00022		gene	3-demethylubiquinone-9 3-methyltransferase	"	Nmen	FA1090"	NMB2030	ubiG	gene	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG	NGO_2074	ubiG	gene	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
NGFG_00023		gene	homoserine kinase	"	Nmen	FA1090"	NMB2029	thrB	gene	homoserine kinase	NGO_2075	thrB	gene	homoserine kinase
NGFG_00024		gene	thermoresistant glucokinase family carbohydrate kinase	"	Nmen	FA1090"	NMB2028		gene	gluconokinase	NGO_2076		gene	gluconokinase
NGFG_00025		gene	gluconate:H+ symporter (GntP) family transporter	"	Nmen	FA1090"	NMB2027		gene	GntP family permease	NGO_2077		gene	GntP family permease
NGFG_00027		gene	thiamine ABC transporter permease	"	Nmen	FA1090"	NMB2026		gene	iron ABC transporter permease	NGO_2078		gene	iron ABC transporter permease
NGFG_00028		gene	carbonic anhydrase	"	Nmen	FA1090"	NMB2025		gene	carbonic anhydrase	NGO_2079		gene	carbonic anhydrase
NGFG_00029		gene	nicotinate (nicotinamide) nucleotide adenylyltransferase	"	Nmen	FA1090"	NMB2024	nadD	gene	nicotinate (nicotinamide) nucleotide adenylyltransferase	NGO_2080	nadD	gene	nicotinate (nicotinamide) nucleotide adenylyltransferase
NGFG_00030		gene	iojap-like ribosome-associated protein	"	Nmen	FA1090"	NMB2023	rsfS	gene	ribosome silencing factor	NGO_2081	rsfS	gene	ribosome silencing factor
NGFG_00031		gene	ribosomal RNA large subunit methyltransferase H	"	Nmen	FA1090"	NMB2022	rlmH	gene	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	NGO_2082	rlmH	gene	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
NGFG_00032		gene	Fe(2+)-trafficking protein family	"	Nmen	FA1090"	NMB2021		gene	oxidative damage protection protein	NGO_2083		gene	oxidative damage protection protein
NGFG_00033		gene	hypothetical protein	"	Nmen	FA1090"	NMB2020		gene	Bax inhibitor-1 family protein	NGO_2084		gene	Bax inhibitor-1 family protein
NGFG_00034		gene	phosphopantetheine adenylyltransferase	"	Nmen	FA1090"	NMB2019	coaD	gene	pantetheine-phosphate adenylyltransferase	NGO_2085	coaD	gene	pantetheine-phosphate adenylyltransferase
NGFG_00035		gene	cell surface protein	"	FA1090"					NGO_2086		gene	YadA-like family protein
NGFG_02488		gene	transposase	"	Nmen	FA1090"	NMB1411		gene	IS1595 family transposase	NGO_1256		gene	IS1595 family transposase
NGFG_00036		gene	iron complex ABC transporter ATP-binding protein	"	Nmen	FA1090"	NMB1993		gene	ABC transporter ATP-binding protein	NGO_2088		gene	ABC transporter ATP-binding protein
NGFG_00037		gene	hypothetical protein	"	Nmen	FA1090"	NMB1992		gene	hypothetical protein	NGO_2089		gene	hypothetical protein
NGFG_00038		gene	iron(III) ABC transporter permease	"	Nmen	FA1090"	NMB1991		gene	iron chelate uptake ABC transporter family permease subunit	NGO_2090		gene	iron chelate uptake ABC transporter family permease subunit
NGFG_00039		gene	iron complex ABC transporter permease	"	Nmen	FA1090"	NMB1990		gene	ABC transporter permease	NGO_2091		gene	ABC transporter permease
NGFG_00041		gene	iron complex ABC transporter substrate-binding protein	"	Nmen	FA1090"	NMB1989		gene	siderophore ABC transporter substrate-binding protein	NGO_2092		gene	siderophore ABC transporter substrate-binding protein
NGFG_00042		gene	TonB-dependent siderophore receptor	"	Nmen	FA1090"	NMB1988		gene	TonB-dependent receptor	NGO_2093		gene	TonB-dependent receptor
NGFG_00043		gene	chaperonin	"	Nmen	FA1090"	NMB1973		gene	co-chaperone GroES	NGO_2094		gene	co-chaperone GroES
NGFG_00044		gene	chaperonin	"	Nmen	FA1090"	NMB1972	groL	gene	chaperonin GroEL	NGO_2095	groL	gene	chaperonin GroEL
NGFG_00045		gene	NSS family neurotransmitter:Na+ symporter	"	Nmen	FA1090"	NMB1975		gene	sodium-dependent transporter	NGO_2096		gene	sodium-dependent transporter
NGFG_02489		gene	hypothetical protein	"	Nmen	FA1090"			gene	methionine/alanine import family NSS transporter small subunit	NGO_11320		gene	methionine/alanine import family NSS transporter small subunit
NGFG_00046		gene	hypothetical protein	"	FA1090"					NGO_2097		gene	hypothetical protein
NGFG_00048		gene	diaminopimelate decarboxylase	"	Nmen	FA1090"	NMB1976	lysA	gene	diaminopimelate decarboxylase	NGO_2098	lysA	gene	diaminopimelate decarboxylase
NGFG_00049		gene	lipoprotein	"	Nmen	FA1090"	NMB1977		gene	lipoprotein	NGO_2099		gene	lipoprotein
NGFG_00050	cyaY	gene	protein CyaY	"	Nmen	FA1090"	NMB1978	cyaY	gene	iron donor protein CyaY	NGO_2100	cyaY	gene	iron donor protein CyaY
NGFG_00051		gene	hypothetical protein	"	Nmen	FA1090"	NMB1980		gene	DUF2251 domain-containing protein	NGO_2101		gene	DUF2251 domain-containing protein
NGFG_00052		gene	S-ribosylhomocysteine lyase	"	Nmen	FA1090"	NMB1981	luxS	gene	S-ribosylhomocysteine lyase	NGO_2102	luxS	gene	S-ribosylhomocysteine lyase
NGFG_00054		gene	DNA polymerase I	"	Nmen	FA1090"	NMB1982	polA	gene	DNA polymerase I	NGO_2103	polA	gene	DNA polymerase I
NGFG_00055		gene	hypothetical protein	"	Nmen	FA1090"	NMB1983		gene	Fic family protein	NGO_2104		gene	Fic family protein
