locustag_in_Ngo	gene	gene_takenfrom	locustag_in_Nmen	locustag_in_FA1090	product_in_Ngo	product_in_Nmen	product_in_FA1090
NGFG_01739	rpsE	Nmen_FA1090_fromgene	NMB0159	NGO_1824	30S ribosomal protein S5	30S ribosomal protein S5	30S ribosomal protein S5
NGFG_01741	rplF	Nmen_FA1090_fromgene	NMB0157	NGO_1825	50S ribosomal protein L6	50S ribosomal protein L6	50S ribosomal protein L6
NGFG_01742	rpsH	Nmen_FA1090_fromgene	NMB0156	NGO_1826	30S ribosomal protein S8	30S ribosomal protein S8	30S ribosomal protein S8
NGFG_01743	rpsN	Nmen_FA1090_fromgene	NMB0155	NGO_18261	30S ribosomal protein S14	30S ribosomal protein S14	30S ribosomal protein S14
NGFG_01744	rplE	Nmen_FA1090_fromgene	NMB0154	NGO_1827	50S ribosomal protein L5	50S ribosomal protein L5	50S ribosomal protein L5
NGFG_01745	rplX	Nmen_FA1090_fromgene	NMB0153	NGO_1828	50S ribosomal protein L24	50S ribosomal protein L24	50S ribosomal protein L24
NGFG_01746	rplN	Nmen_FA1090_fromgene	NMB0152	NGO_1829	50S ribosomal protein L14	50S ribosomal protein L14	50S ribosomal protein L14
NGFG_01747	rpsQ	Nmen_FA1090_fromgene	NMB0151	NGO_1830	30S ribosomal protein S17	30S ribosomal protein S17	30S ribosomal protein S17
NGFG_01748	rpmC	Nmen_FA1090_fromgene	NMB0150	NGO_1831	50S ribosomal protein L29	50S ribosomal protein L29	50S ribosomal protein L29
NGFG_01749	rplP	Nmen_FA1090_fromgene	NMB0149	NGO_18311	50S ribosomal protein L16	50S ribosomal protein L16	50S ribosomal protein L16
NGFG_01750	rpsC	Nmen_FA1090_fromgene	NMB0148	NGO_1832	30S ribosomal protein S3	30S ribosomal protein S3	30S ribosomal protein S3
NGFG_01751	rplV	Nmen_FA1090_fromgene	NMB0147	NGO_1833	50S ribosomal protein L22	50S ribosomal protein L22	50S ribosomal protein L22
NGFG_01752	rpsS	Nmen_FA1090_fromgene	NMB0146	NGO_1834	30S ribosomal protein S19	30S ribosomal protein S19	30S ribosomal protein S19
NGFG_01753	rplB	Nmen_FA1090_fromgene	NMB0145	NGO_1835	50S ribosomal protein L2	50S ribosomal protein L2	50S ribosomal protein L2
NGFG_01754	rplW	Nmen_FA1090_fromgene	NMB0144	NGO_1836	50S ribosomal protein L23	50S ribosomal protein L23	50S ribosomal protein L23
NGFG_01755	rplD	Nmen_FA1090_fromgene	NMB0143	NGO_1837	50S ribosomal protein L4	50S ribosomal protein L4	50S ribosomal protein L4
NGFG_01756	rplC	Nmen_FA1090_fromgene	NMB0142	NGO_1838	50S ribosomal protein L3	50S ribosomal protein L3	50S ribosomal protein L3
NGFG_02229	rpsJ	Nmen_FA1090_fromgene	NMB0140	NGO_1841	30S ribosomal protein S10	30S ribosomal protein S10	30S ribosomal protein S10
NGFG_02465	tuf	Nmen_FA1090_fromgene	NMB0124	NGO_1842	elongation factor Tu	elongation factor Tu	elongation factor Tu
NGFG_01757	fusA	Nmen_FA1090_fromgene	NMB0138	NGO_1843	elongation factor G	elongation factor G	elongation factor G
NGFG_01758	rpsG	Nmen_FA1090_fromgene	NMB0137	NGO_1844	30S ribosomal protein S7	30S ribosomal protein S7	30S ribosomal protein S7
NGFG_01759	rpsL	Nmen_FA1090_fromgene	NMB0136	NGO_1845	30S ribosomal protein S12	30S ribosomal protein S12	30S ribosomal protein S12
NGFG_01761				NGO_1847	hypothetical protein		DUF560 domain-containing protein
NGFG_01762			NMB0134	NGO_1848	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01763				NGO_09870	hypothetical protein		hypothetical protein
NGFG_01764				NGO_09875	hypothetical protein		hypothetical protein
NGFG_01765	rpoC	Nmen_FA1090_fromgene	NMB0133	NGO_1850		DNA-directed RNA polymerase subunit beta'	DNA-directed RNA polymerase subunit beta'
NGFG_01766	rpoB	Nmen_FA1090_fromgene	NMB0132	NGO_1851	DNA-directed RNA polymerase subunit beta	DNA-directed RNA polymerase subunit beta	DNA-directed RNA polymerase subunit beta
NGFG_01767	rplL	Nmen_FA1090_fromgene	NMB0131	NGO_1852	50S ribosomal protein L7/L12	50S ribosomal protein L7/L12	50S ribosomal protein L7/L12
NGFG_01768	rplJ	Nmen_FA1090_fromgene	NMB0130	NGO_1853	50S ribosomal protein L10	50S ribosomal protein L10	50S ribosomal protein L10
NGFG_01770	rplA	Nmen_FA1090_fromgene	NMB0128	NGO_1854	50S ribosomal protein L1	50S ribosomal protein L1	50S ribosomal protein L1
NGFG_01771	rplK	Nmen_FA1090_fromgene	NMB0127	NGO_1855	50S ribosomal protein L11	50S ribosomal protein L11	50S ribosomal protein L11
NGFG_01772	nusG	Nmen_FA1090_fromgene	NMB0126	NGO_1856	transcription antitermination protein nusG	transcription termination/antitermination protein NusG	transcription termination/antitermination protein NusG
NGFG_01773	secE	Nmen_FA1090_fromgene	NMB0125	NGO_1857	preprotein translocase%2C SecE subunit	preprotein translocase subunit SecE	preprotein translocase subunit SecE
NGFG_06053			NMBt07	NGO_t45	tRNA-Trp	tRNA-Trp	tRNA-Trp
NGFG_02466	tuf	Nmen_FA1090_fromgene	NMB0124	NGO_1858	elongation factor Tu	elongation factor Tu	elongation factor Tu
NGFG_06054			NMBt06	NGO_t46	tRNA-Thr	tRNA-Thr	tRNA-Thr
NGFG_06055			NMBt05	NGO_t47	tRNA-Gly	tRNA-Gly	tRNA-Gly
NGFG_06056			NMBt04	NGO_t48	tRNA-Tyr	tRNA-Tyr	tRNA-Tyr
NGFG_01774			NMB0123	NGO_1859	ferredoxin	YfhL family 4Fe-4S dicluster ferredoxin	YfhL family 4Fe-4S dicluster ferredoxin
NGFG_01775	rsmD	Nmen_FA1090_fromgene	NMB0122	NGO_1860	RsmD family RNA methyltransferase	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
NGFG_01776			NMB0121	NGO_1861	hypothetical protein	helix-turn-helix transcriptional regulator	hypothetical protein
NGFG_02467			NMB1636	NGO_05420	opacity protein	outer membrane beta-barrel protein	outer membrane beta-barrel protein
NGFG_02468				NGO_04980	opacity protein		outer membrane beta-barrel protein
NGFG_01778							IS1595 family transposase
NGFG_01779	topA	Nmen_FA1090_fromgene	NMB0118	NGO_1863	DNA topoisomerase I	type I DNA topoisomerase	type I DNA topoisomerase
NGFG_01780			NMB0117	NGO_1864	smg protein	DUF494 family protein	DUF494 family protein
NGFG_01781	dprA	Nmen_FA1090_fromgene	NMB0116	NGO_1865	DNA processing protein	DNA-protecting protein DprA	DNA-protecting protein DprA
NGFG_01782			NMB0115	NGO_1866	two-component system transcriptional response regulator	sigma-54-dependent Fis family transcriptional regulator	sigma-54-dependent Fis family transcriptional regulator
NGFG_01783			NMB0114	NGO_1867	two-component system sensor kinase	PAS domain-containing sensor histidine kinase	HAMP domain-containing histidine kinase
NGFG_01784			NMB0113	NGO_1868	hypothetical protein	DUF4390 domain-containing protein	DUF4390 domain-containing protein
NGFG_01785	rsmB	Nmen_FA1090_fromgene	NMB0112	NGO_1869	ribosomal RNA small subunit methyltransferase B	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB
NGFG_01786			NMB0111	NGO_1870	methionyl-tRNA formyltransferase	methionyl-tRNA formyltransferase	methionyl-tRNA formyltransferase
NGFG_01787	def	Nmen_FA1090_fromgene	NMB0110	NGO_1871	peptide deformylase	peptide deformylase	peptide deformylase
NGFG_01788			NMB0109	NGO_1873	LysM protein	LysM peptidoglycan-binding domain-containing protein	LysM peptidoglycan-binding domain-containing protein
NGFG_01790			NMB0108	NGO_1875	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01791			NMB0107	NGO_1876	aspartate carbamoyltransferase regulatory chain	aspartate carbamoyltransferase regulatory subunit	aspartate carbamoyltransferase regulatory subunit
NGFG_01792	pyrB	Nmen_FA1090_fromgene	NMB0106	NGO_1877	aspartate carbamoyltransferase	aspartate carbamoyltransferase	aspartate carbamoyltransferase
NGFG_01793			NMB0105	NGO_1878	acetyltransferase	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase
NGFG_01794			NMB0102	NGO_1880	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01796	pyk	Nmen_FA1090_fromgene	NMB0089	NGO_1881	pyruvate kinase	pyruvate kinase	pyruvate kinase
NGFG_01797			NMB0088		long-chain fatty acid transporter	transporter	transporter
NGFG_01798			NMB0088		hypothetical protein	transporter	transporter
NGFG_01799				NGO_1886	hypothetical protein		hypothetical protein
NGFG_01801			NMB0087	NGO_1888	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01802			NMB0086	NGO_1889	lipoprotein	DUF1311 domain-containing protein	DUF1311 domain-containing protein
NGFG_01803	gltS	Nmen_FA1090_fromgene	NMB0085	NGO_1890	sodium/glutamate symporter	sodium/glutamate symporter	sodium/glutamate symporter
NGFG_02469			NMB0075	NGO_1891	hypothetical protein	RNA-binding transcriptional accessory protein	hypothetical protein
NGFG_01805				NGO_10130	restriction endonuclease		HNH endonuclease
NGFG_01806			NMB0077	NGO_1893	modification methylase HphIB	DNA adenine methylase	DNA adenine methylase
NGFG_02470	dcm	Nmen_FA1090_fromgene	NMB0076	NGO_1894	modification methylase HphIA	DNA (cytosine-5-)-methyltransferase	DNA (cytosine-5-)-methyltransferase
NGFG_01809			NMB0075	NGO_1895	competence protein ComEA helix-hairpin-helix repeat region	RNA-binding transcriptional accessory protein	RNA-binding transcriptional accessory protein
NGFG_01810	galE	Nmen_FA1090_fromgene	NMB0078	NGO_1896	UDP-glucose 4-epimerase	UDP-glucose 4-epimerase GalE	UDP-glucose 4-epimerase GalE
NGFG_01811	rfbB	Nmen_FA1090_fromgene	NMB0063	NGO_1897	dTDP-glucose 4%2C6-dehydratase	dTDP-glucose 4%2C6-dehydratase	dTDP-glucose 4%2C6-dehydratase
NGFG_01812	rfbA	Nmen_FA1090_fromgene	NMB0062	NGO_1898	glucose-1-phosphate thymidylyltransferase	glucose-1-phosphate thymidylyltransferase RfbA	glucose-1-phosphate thymidylyltransferase RfbA
NGFG_01813	rfbC	Nmen_FA1090_fromgene	NMB0061	NGO_10165	dTDP-4-dehydrorhamnose 3%2C5-epimerase	dTDP-4-dehydrorhamnose 3%2C5-epimerase	dTDP-4-dehydrorhamnose 3%2C5-epimerase
NGFG_01814			NMB0060	NGO_1900	OPT family oligopeptide transporter	oligopeptide transporter%2C OPT family	oligopeptide transporter%2C OPT family
NGFG_01815	dnaJ	Nmen_FA1090_fromgene	NMB0059	NGO_1901	chaperone dnaJ	molecular chaperone DnaJ	molecular chaperone DnaJ
NGFG_01816			NMB1399	NGO_10180	transposase	IS5 family transposase	transposase
NGFG_02471			NMB0299	NGO_1178	comEA protein	helix-hairpin-helix domain-containing protein	helix-hairpin-helix domain-containing protein
NGFG_06057	rrf	Nmen_FA1090_fromgene	NMrrnaA5S	NGO_r01	5S ribosomal RNA	5S ribosomal RNA	5S ribosomal RNA
NGFG_06058	rNA	Nmen_FA1090_fromproduct	NMrrnaA23S	NGO_r08	23S ribosomal RNA	23S ribosomal RNA	23S ribosomal RNA
NGFG_06059			NMBt03	NGO_t29	tRNA-Ala	tRNA-Ala	tRNA-Ala
NGFG_06060			NMBt02	NGO_t30	tRNA-Ile	tRNA-Ile	tRNA-Ile
NGFG_06061	rNA	Nmen_FA1090_fromproduct	NMrrnaA16S	NGO_r03	16S ribosomal RNA	16S ribosomal RNA	16S ribosomal RNA
NGFG_02472					hypothetical protein		
NGFG_01984	dksA	Nmen_FA1090_fromgene	NMB0056	NGO_1904	DnaK suppressor protein	RNA polymerase-binding protein DksA	RNA polymerase-binding protein DksA
NGFG_01983			NMB0055	NGO_1905	pyrroline-5-carboxylate reductase	pyrroline-5-carboxylate reductase	pyrroline-5-carboxylate reductase
NGFG_01982			NMB0054	NGO_1906	lipoprotein	hypothetical protein	hypothetical protein
NGFG_01981			NMB0053	NGO_1907	YggS family pyridoxal phosphate enzyme	YggS family pyridoxal phosphate-dependent enzyme	YggS family pyridoxal phosphate-dependent enzyme
NGFG_01980	pilT	Nmen_FA1090_fromproduct	NMB0052	NGO_1908	twitching motility protein	type IV pilus twitching motility protein PilT	type IV pilus twitching motility protein PilT
NGFG_01979			NMB0051	NGO_1909	twitching motility protein	PilT/PilU family type 4a pilus ATPase	PilT/PilU family type 4a pilus ATPase
NGFG_01978	yccS	Nmen_FA1090_fromgene	NMB0050	NGO_1910	TIGR01666 family membrane protein	TIGR01666 family membrane protein	TIGR01666 family membrane protein
NGFG_02247			NMB0047	NGO_1911	endonuclease	GIY-YIG nuclease family protein	GIY-YIG nuclease family protein
NGFG_01977	pilC	Nmen_FA1090_fromproduct	NMB1847	NGO_0055	type IV pilus assembly protein PilC	pilus assembly/adherence protein PilC	pilus assembly/adherence protein PilC
NGFG_01975	gnd	Nmen_FA1090_fromgene	NMB0015	NGO_1914	6-phosphogluconate dehydrogenase%2C decarboxylating	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase
NGFG_01974			NMB0014	NGO_1915	3-deoxy-D-manno-octulosonic-acid transferase	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase
NGFG_01973			NMB0013	NGO_1916	hypothetical protein	CopD family copper resistance protein	CopD family copper resistance protein
NGFG_01972			NMB0012	NGO_1917	tellurite resistance integral membrane protein TerC	TerC family protein	TerC family protein
NGFG_06062			NMBt52	NGO_t51	tRNA-Lys	tRNA-Lys	tRNA-Lys
NGFG_01971	murA	Nmen_FA1090_fromgene	NMB0011	NGO_1918	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
NGFG_01970			NMB0010	NGO_1919	phosphoglycerate kinase	phosphoglycerate kinase	phosphoglycerate kinase
NGFG_01969			NMB0009	NGO_1920	BolA-like protein	BolA family transcriptional regulator	BolA family transcriptional regulator
NGFG_01968	ftsX	Nmen_FA1090_fromgene	NMB0008	NGO_1921	cell division protein FtsX	cell division protein FtsX	cell division protein FtsX
NGFG_02473	ftsE	Nmen_fromgene	NMB0007	NGO_1922	cell division ABC transporter ATP-binding protein	cell division ATP-binding protein FtsE	cell division ATP-binding protein FtsE
NGFG_01965			NMB0006	NGO_1923	thioredoxin	TlpA family protein disulfide reductase	TlpA family protein disulfide reductase
NGFG_01964	arsC	Nmen_FA1090_fromgene	NMB0005	NGO_1924	arsenate reductase (glutaredoxin)	arsenate reductase (glutaredoxin)	arsenate reductase (glutaredoxin)
NGFG_01963			NMB0004	NGO_1925	hypothetical protein	YdcF family protein	YdcF family protein
NGFG_01962			NMB0003	NGO_1926	glutamyl-tRNA synthetase	glutamate--tRNA ligase	glutamate--tRNA ligase
NGFG_01961			NMB0002	NGO_1927	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01960			NMB0001	NGO_1928	acetyltransferase	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase
NGFG_01959	mutS	Nmen_FA1090_fromgene	NMB2160	NGO_1930	DNA mismatch repair protein mutS	DNA mismatch repair protein MutS	DNA mismatch repair protein MutS
NGFG_01958	gap	Nmen_FA1090_fromgene	NMB2159	NGO_1931	glyceraldehyde-3-phosphate dehydrogenase	type I glyceraldehyde-3-phosphate dehydrogenase	type I glyceraldehyde-3-phosphate dehydrogenase
NGFG_01957	tsaA	Nmen_FA1090_fromgene	NMB2158	NGO_1932	hypothetical protein	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO
NGFG_01956			NMB2157	NGO_1933	nicotinamidase/pyrazinamidase	nicotinamidase	nicotinamidase
NGFG_01955	waaC	Nmen_FA1090_fromgene	NMB2156	NGO_1934	lipopolysaccharide heptosyltransferase I	lipopolysaccharide heptosyltransferase I	lipopolysaccharide heptosyltransferase I
NGFG_01954			NMB2155	NGO_1935	electron transfer flavoprotein beta subunit ETFB	electron transfer flavoprotein subunit beta/FixA family protein	electron transfer flavoprotein subunit beta/FixA family protein
NGFG_01953			NMB2154	NGO_1936	electron transfer flavoprotein alpha subunit EtfA	electron transfer flavoprotein subunit alpha/FixB family protein	electron transfer flavoprotein subunit alpha/FixB family protein
NGFG_01952			NMB2153	NGO_10400	hypothetical protein	YigZ family protein	YigZ family protein
NGFG_01951			NMB2152	NGO_1938	hypothetical protein	DUF4298 domain-containing protein	DUF4298 domain-containing protein
NGFG_01950	purD	Nmen_FA1090_fromgene	NMB2151	NGO_1939	phosphoribosylamine-glycine ligase	phosphoribosylamine--glycine ligase	phosphoribosylamine--glycine ligase
NGFG_01949			NMB2150	NGO_1940	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	L-threonylcarbamoyladenylate synthase	L-threonylcarbamoyladenylate synthase
NGFG_01948				NGO_1941	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01947			NMB2147	NGO_1942	lipoprotein	hypothetical protein	hypothetical protein
NGFG_01946			NMB2145	NGO_1943	hypothetical protein	zf-HC2 domain-containing protein	zf-HC2 domain-containing protein
NGFG_01945			NMB2144	NGO_1944	TIGR02943 family RNA polymerase sigma-70 factor	sigma-70 family RNA polymerase sigma factor	sigma-70 family RNA polymerase sigma factor
NGFG_01944			NMB2143	NGO_1945	hypothetical protein	DUF2063 domain-containing protein	DUF2063 domain-containing protein
NGFG_01943			NMB2142	NGO_1946	UPF0276 protein	DUF692 family protein	DUF692 family protein
NGFG_01942			NMB2141	NGO_1947	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01941			NMB2140	NGO_1948	oxidoreductase	DoxX family protein	DoxX family protein
NGFG_01940			NMB2139	NGO_1949	phospholipase patatin family protein	patatin-like phospholipase family protein	patatin-like phospholipase family protein
NGFG_01939	prfB	Nmen_FA1090_fromgene	NMB2138	NGO_1951	peptide chain release factor 2	peptide chain release factor 2	peptide chain release factor 2
NGFG_02474	rnpB	Nmen_FA1090_fromgene		NGO_19101	hypothetical protein	RNase P RNA component class A	RNase P RNA component class A
NGFG_01937			NMB2136	NGO_1954	amino acid/peptide transporter (Peptide:H+ symporter)	MFS transporter	MFS transporter
NGFG_01935	tamB	Nmen_FA1090_fromproduct	NMB2135	NGO_1955	hypothetical protein	translocation/assembly module TamB	translocation/assembly module TamB
NGFG_01934			NMB2134	NGO_1956	outer membrane protein	outer membrane protein assembly factor	outer membrane protein assembly factor
NGFG_01933	sstT	Nmen_FA1090_fromgene	NMB2133	NGO_1957	serine/threonine transporter sstT	serine/threonine transporter SstT	serine/threonine transporter SstT
NGFG_01931			NMB2132	NGO_1958	iron transporter outer membrane receptor	transferrin-binding protein-like solute binding protein	transferrin-binding protein-like solute binding protein
NGFG_02475				NGO_1959	hypothetical protein		malate:quinone oxidoreductase
NGFG_01929			NMB2131		hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01928			NMB2131	NGO_10515	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01927			NMB2130	NGO_10520	hypothetical protein	DUF4177 domain-containing protein	DUF4177 domain-containing protein
NGFG_01926	argG	Nmen_FA1090_fromgene	NMB2129	NGO_1961	argininosuccinate synthase	argininosuccinate synthase	argininosuccinate synthase
NGFG_01925			NMB2128	NGO_1962	CinA-like protein	competence/damage-inducible protein A	competence/damage-inducible protein A
NGFG_01924			NMB2127	NGO_1963	signal peptide peptidase SppA%2C 36K type	S49 family peptidase	S49 family peptidase
NGFG_02476					transposase		transposase
NGFG_01923			NMB2125	NGO_1965	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_01922			NMB2123	NGO_1966	hypothetical protein	DNA mimic protein	DNA mimic protein
NGFG_02477	mafB	Nmen_FA1090_fromgene	NMB2105	NGO_10555	MafB family adhesin protein	polymorphic toxin MafB class 3	polymorphic toxin MafB class 3
NGFG_01919			NMB0237	NGO_1967	hypothetical protein	immunity 8 family protein	immunity 8 family protein
NGFG_02223			NMB2108	NGO_10580	hypothetical protein	hypothetical protein	hypothetical protein
NGFG_02222	mafB	Nmen_FA1090_fromgene	NMB2107	NGO_10585	MafB family adhesin protein	polymorphic toxin MafB class 3	polymorphic toxin MafB class 3
NGFG_01917				NGO_1969	hypothetical protein		hypothetical protein
NGFG_01916				NGO_1970	hypothetical protein		immunity 8 family protein
NGFG_01915	mafB	Nmen_fromgene	NMB2105	NGO_1971	MafB family adhesin protein	polymorphic toxin MafB class 3	MafB family polymorphic toxin
NGFG_01914			NMB2110		hypothetical protein	SMI1/KNR4 family protein	
NGFG_02478	mafB	Nmen_fromgene	NMB2105	NGO_1971	MafB family adhesin protein	polymorphic toxin MafB class 3	MafB family polymorphic toxin
