locustag_in_Ngo	name_in_Ngo	type_in_Ngo	product_in_Ngo	gene_in_Nmen	locustag_in_Nmen	type_in_Nmen	product_in_Nmen
NGFG_01912	NGFG_01912	gene	uridylate kinase		NMB2103	gene	UMP kinase
NGFG_01911	NGFG_01911	gene	elongation factor Ts		NMB2102	gene	elongation factor Ts
NGFG_02479	NGFG_02479	gene	hypothetical protein		NMB2102	gene	elongation factor Ts
NGFG_01910	NGFG_01910	gene	30S ribosomal protein S2	rpsB	NMB2101	gene	30S ribosomal protein S2
NGFG_01909	NGFG_01909	gene	hypothetical protein		NMB2100	gene	hypothetical protein
NGFG_01908	NGFG_01908	gene	5-formyltetrahydrofolate cyclo-ligase		NMB2099	gene	5-formyltetrahydrofolate cyclo-ligase
NGFG_01907	NGFG_01907	gene	hypothetical protein		NMB2098	gene	GNAT family N-acetyltransferase
NGFG_01906	NGFG_01906	gene	malate dehydrogenase (acceptor)		NMB2096	gene	malate:quinone oxidoreductase
NGFG_01905	NGFG_01905	gene	hypothetical protein		NMB2095	gene	adhesin
NGFG_01904	NGFG_01904	gene	hypothetical protein		NMB2094	gene	transcriptional regulator
NGFG_01903	NGFG_01903	gene	methionine aminopeptidase%2C type I	map	NMB2093	gene	type I methionyl aminopeptidase
NGFG_01902	NGFG_01902	gene	hypothetical protein		NMB2092	gene	hypothetical protein
NGFG_01901	NGFG_01901	gene	phospholipid-binding protein		NMB2091	gene	BON domain-containing protein
NGFG_01900	NGFG_01900	gene	phosphoheptose isomerase		NMB2090	gene	phosphoheptose isomerase
NGFG_01899	NGFG_01899	gene	endonuclease		NMB2089	gene	YraN family protein
NGFG_01898	NGFG_01898	gene	ribosomal RNA small subunit methyltransferase I	rsmI	NMB2088	gene	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
NGFG_01897	NGFG_01897	gene	cytochrome b561			pseudogene	cytochrome b
NGFG_01895	NGFG_01895	gene	GTPase obg	obgE	NMB2086	gene	GTPase ObgE
NGFG_01894	NGFG_01894	gene	DNA (cytosine-5-)-methyltransferase				
NGFG_01893	NGFG_01893	gene	NgoI restriction endonuclease				
NGFG_01892	NGFG_01892	gene	cysteinyl-tRNA synthetase		NMB2083	gene	cysteine--tRNA ligase
NGFG_01891	NGFG_01891	gene	exodeoxyribonuclease III (xth)	xth	NMB2082	gene	exodeoxyribonuclease III
NGFG_01890	NGFG_01890	gene	hypothetical protein		NMB2081	gene	hypothetical protein
NGFG_01889	NGFG_01889	gene	hypothetical protein		NMB2080	gene	alpha/beta hydrolase
NGFG_01888	NGFG_01888	gene	aspartate-semialdehyde dehydrogenase	asd	NMB2079	gene	aspartate-semialdehyde dehydrogenase
NGFG_01887	NGFG_01887	gene	integral membrane protein		NMB2078	gene	RDD family protein
NGFG_01886	NGFG_01886	gene	FolD protein	folD	NMB2077	pseudogene	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
NGFG_06063	NGFG_06063	tRNA	tRNA-Pro		NMBt59	tRNA	tRNA-Pro
NGFG_06064	NGFG_06064	tRNA	tRNA-Arg		NMBt58	tRNA	tRNA-Arg
NGFG_06065	NGFG_06065	tRNA	tRNA-His		NMBt57	tRNA	tRNA-His
NGFG_01885	NGFG_01885	gene	transferase		NMB2076	gene	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase
NGFG_01884	NGFG_01884	gene	bifunctional enzyme BirA/CoaX		NMB2075	gene	bifunctional biotin--[acetyl-CoA-carboxylase] ligase/type III pantothenate kinase
NGFG_01883	NGFG_01883	gene	hypothetical protein		NMB2074	gene	SPOR domain-containing protein
NGFG_02480	NGFG_02480	gene	histone-like nucleoid-structuring protein H-NS				
NGFG_01880	NGFG_01880	gene	thiamine biosynthesis protein ThiG		NMB2071	gene	thiazole synthase
NGFG_01879	NGFG_01879	gene	thiamine biosynthesis protein ThiS	thiS	NMB2070	gene	sulfur carrier protein ThiS
NGFG_01878	NGFG_01878	gene	thiamine-phosphate pyrophosphorylase	thiE	NMB2069	gene	thiamine phosphate synthase
NGFG_01877	NGFG_01877	gene	glycine oxidase ThiO		NMB2068	gene	FAD-dependent oxidoreductase
NGFG_01876	NGFG_01876	gene	hydroxymethylpyrimidine transporter permease CytX	cytX	NMB2067	gene	putative hydroxymethylpyrimidine transporter CytX
NGFG_01875	NGFG_01875	gene	TldD protein	tldD	NMB2066	gene	metalloprotease TldD
NGFG_01874	NGFG_01874	gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region				
NGFG_01873	NGFG_01873	gene	His/Glu/Gln/Arg/opine family amino ABC transporter%2C permease%2C 3-TM region				
NGFG_01872	NGFG_01872	gene	polar amino acid ABC transporter ATP-binding protein				
NGFG_01871	NGFG_01871	pseudogene					
NGFG_01870	NGFG_01870	gene	protein-(glutamine-N5) methyltransferase%2C release factor-specific	prmC		gene	peptide chain release factor N(5)-glutamine methyltransferase
NGFG_01869	NGFG_01869	gene	membrane protein		NMB2064	gene	Na+/H+ antiporter family protein
NGFG_01868	NGFG_01868	gene	SlyX protein		NMB2063	gene	protein SlyX
NGFG_01865	NGFG_01865	gene	thiazole biosynthesis adenylyltransferase ThiF		NMB2062	gene	HesA/MoeB/ThiF family protein
NGFG_01864	NGFG_01864	gene	phosphoenolpyruvate carboxylase	ppc	NMB2061	gene	phosphoenolpyruvate carboxylase
NGFG_01863	NGFG_01863	gene	glycerol-3-phosphate dehydrogenase [NAD(P)+]		NMB2060	gene	NAD(P)-dependent glycerol-3-phosphate dehydrogenase
NGFG_01862	NGFG_01862	gene	hypothetical protein		NMB2059	gene	hypothetical protein
NGFG_01861	NGFG_01861	gene	cell division protein ZapA		NMB2058	gene	cell division protein ZapA
NGFG_01860	NGFG_01860	gene	50S ribosomal protein L13	rplM	NMB2057	gene	50S ribosomal protein L13
NGFG_01859	NGFG_01859	gene	30S ribosomal protein S9	rpsI	NMB2056	gene	30S ribosomal protein S9
NGFG_01857	NGFG_01857	gene	hypothetical protein				
NGFG_01856	NGFG_01856	gene	LysR family transcriptional regulator%2C regulator for metE and metH		NMB2055	gene	LysR family transcriptional regulator
NGFG_01855	NGFG_01855	gene	UPF0135 protein		NMB2054	gene	Nif3-like dinuclear metal center hexameric protein
NGFG_01854	NGFG_01854	gene	ubiquinol-cytochrome c reductase%2C iron-sulfur subunit	petA	NMB2053	gene	ubiquinol-cytochrome c reductase iron-sulfur subunit
NGFG_01853	NGFG_01853	gene	cytochrome b		NMB2052	gene	cytochrome bc complex cytochrome b subunit
NGFG_01852	NGFG_01852	gene	cytochrome c1		NMB2051	gene	cytochrome c1
NGFG_01851	NGFG_01851	gene	DNA recombination protein RmuC	rmuC	NMB2050	gene	DNA recombination protein RmuC
NGFG_01850	NGFG_01850	gene	metallo-dependent hydrolase		NMB2049	gene	MBL fold metallo-hydrolase
NGFG_01849	NGFG_01849	gene	DNA ligase		NMB2048	gene	DNA ligase
NGFG_01848	NGFG_01848	gene	hypoxanthine phosphoribosyltransferase		NMB2047	gene	hypoxanthine-guanine phosphoribosyltransferase
NGFG_01847	NGFG_01847	gene	PTS system ascorbate-specific IIA component		NMB2046	gene	PTS sugar transporter subunit IIA
NGFG_01846	NGFG_01846	gene	phosphocarrier protein HPr		NMB2045	gene	HPr family phosphocarrier protein
NGFG_01845	NGFG_01845	gene	phosphoenolpyruvate-protein phosphotransferase	ptsP	NMB2044	gene	phosphoenolpyruvate--protein phosphotransferase
NGFG_01844	NGFG_01844	gene	ABC transporter ATP-binding protein		NMB2042	gene	ABC transporter ATP-binding protein
NGFG_01843	NGFG_01843	gene	NUDIX family hydrolase		NMB2041	gene	NUDIX domain-containing protein
NGFG_06066	NGFG_06066	tRNA	tRNA-Met		NMBt56	tRNA	tRNA-Met
NGFG_01842	NGFG_01842	gene	thiamine biosynthesis protein ThiC	thiC	NMB2040	gene	phosphomethylpyrimidine synthase ThiC
NGFG_02481	NGFG_02481	gene	pilin pilS6c1		NMB0023	pseudogene	pilin
NGFG_02482	NGFG_02482	gene	pilin pilS6c3		NMB0019	gene	pilin
NGFG_01841	NGFG_01841	gene	glycerate dehydrogenase		NMB0029	gene	D-2-hydroxyacid dehydrogenase
NGFG_01840	NGFG_01840	gene	methionyl-tRNA synthetase	metG	NMB0030	gene	methionine--tRNA ligase
NGFG_01839	NGFG_01839	gene	glucosamine-fructose-6-phosphate aminotransferase [isomerizing]	glmS	NMB0031	gene	glutamine--fructose-6-phosphate transaminase (isomerizing)
NGFG_01837	NGFG_01837	gene	lipoprotein		NMB0032	gene	hypothetical protein
NGFG_01836	NGFG_01836	gene	membrane-bound lytic murein transglycosylase A		NMB0033	gene	murein transglycosylase A
NGFG_01834	NGFG_01834	gene	FTR1 family protein		NMB0034	gene	FTR1 family iron permease
NGFG_01832	NGFG_01832	gene	UPF0409 lipoprotein		NMB0035	gene	iron uptake system protein EfeO
NGFG_01831	NGFG_01831	gene	dye decolorizing peroxidase	efeB	NMB0036	gene	deferrochelatase/peroxidase EfeB
NGFG_01830	NGFG_01830	gene	phosphonoacetate hydrolase		NMB0037	gene	alkylphosphonate utilization protein
NGFG_01829	NGFG_01829	gene	glmU protein	glmU	NMB0038	gene	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
NGFG_01828	NGFG_01828	gene	hypothetical protein		 | NMB0039 | NMB0040	 | gene | gene	 | hypothetical protein | pyrimidine 5'-nucleotidase
NGFG_01827	NGFG_01827	gene	ABC transporter periplasmic binding protein%2C thiB subfamily		NMB0041	gene	thiamine ABC transporter substrate-binding protein
NGFG_01826	NGFG_01826	gene	small conductance mechanosensitive ion channel protein		NMB0042	gene	mechanosensitive ion channel family protein
NGFG_01825	NGFG_01825	gene	competence/damage-inducible protein CinA		NMB0043	gene	CinA family protein
NGFG_01824	NGFG_01824	gene	peptide methionine sulfoxide reductase msrA/msrB		NMB0044	gene	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB
NGFG_01822	NGFG_01822	gene	signal recognition particle-docking protein FtsY	ftsY	NMB0045	gene	signal recognition particle-docking protein FtsY
NGFG_02483	NGFG_02483	gene	opacity protein		NMB1465	pseudogene	outer membrane beta-barrel protein
NGFG_01821	NGFG_01821	gene	pilin pilE	pilE	NMB0018	gene	fimbrial major subunit PilE
NGFG_01819	NGFG_01819	gene	pilin pilEuss2		NMB0023	pseudogene	pilin
NGFG_01818	NGFG_01818	gene	pilin pilEuss3		NMB0023	pseudogene	pilin
NGFG_01817	NGFG_01817	gene	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase		NMB0017	gene	UDP-3-O-acyl-N-acetylglucosamine deacetylase
NGFG_02484	NGFG_02484	gene	pilin pilS2c1		NMB0023	pseudogene	pilin
NGFG_02485	NGFG_02485	gene	pilin pilS2c2		NMB0023	pseudogene	pilin
NGFG_00001	NGFG_00001	gene	pilin invertase/transposase		NMB1552	gene	IS110 family transposase
NGFG_00002	NGFG_00002	gene	zona occludens toxin		NMB1551	gene	DUF2075 domain-containing protein
NGFG_00003	NGFG_00003	gene	integral membrane protein		NMB1550	gene	DUF2523 domain-containing protein
NGFG_02486	NGFG_02486	gene	TspB protein		NMB1548	gene	T cell/B cell stimulating protein TspB
NGFG_00006	NGFG_00006	gene	hypothetical protein		NMB1547	gene	hypothetical protein
NGFG_00007	NGFG_00007	gene	hypothetical protein		NMB1546	gene	hypothetical protein
NGFG_00008	NGFG_00008	gene	hypothetical protein		NMB1545	gene	hypothetical protein
NGFG_00009	NGFG_00009	gene	hypothetical protein		NMB1544	gene	hypothetical protein
NGFG_00010	NGFG_00010	gene	phage replication initiation protein		NMB1543	gene	replication initiation factor domain-containing protein
NGFG_02253	NGFG_02253	gene	pilin pilS1c12	pilE	NMB0018	gene	fimbrial major subunit PilE
NGFG_02487	NGFG_02487	gene	pilin pilS1c3		NMB0019	gene	pilin
NGFG_00014	NGFG_00014	gene	pilin pilS1c456		NMB0025	gene	pilin
NGFG_00016	NGFG_00016	pseudogene			NMB2035	gene	M48 family metallopeptidase
NGFG_00017	NGFG_00017	gene	1-acylglycerol-3-phosphate O-acyltransferase		NMB2034	gene	1-acyl-sn-glycerol-3-phosphate acyltransferase
NGFG_00018	NGFG_00018	gene	D%2CD-heptose 1%2C7-bisphosphate phosphatase	gmhB	NMB2033	gene	D-glycero-beta-D-manno-heptose 1%2C7-bisphosphate 7-phosphatase
NGFG_00019	NGFG_00019	pseudogene					
NGFG_00020	NGFG_00020	pseudogene			NMB2032	pseudogene	glycosyltransferase family 4 protein
NGFG_00021	NGFG_00021	gene	aromatic amino acid transporter		NMB2031	gene	tryptophan permease
NGFG_00022	NGFG_00022	gene	3-demethylubiquinone-9 3-methyltransferase	ubiG	NMB2030	gene	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
NGFG_00023	NGFG_00023	gene	homoserine kinase	thrB	NMB2029	gene	homoserine kinase
NGFG_00024	NGFG_00024	gene	thermoresistant glucokinase family carbohydrate kinase		NMB2028	gene	gluconokinase
NGFG_00025	NGFG_00025	gene	gluconate:H+ symporter (GntP) family transporter		NMB2027	gene	GntP family permease
NGFG_00027	NGFG_00027	gene	thiamine ABC transporter permease		NMB2026	gene	iron ABC transporter permease
NGFG_00028	NGFG_00028	gene	carbonic anhydrase		NMB2025	gene	carbonic anhydrase
NGFG_00029	NGFG_00029	gene	nicotinate (nicotinamide) nucleotide adenylyltransferase	nadD	NMB2024	gene	nicotinate (nicotinamide) nucleotide adenylyltransferase
NGFG_00030	NGFG_00030	gene	iojap-like ribosome-associated protein	rsfS	NMB2023	gene	ribosome silencing factor
NGFG_00031	NGFG_00031	gene	ribosomal RNA large subunit methyltransferase H	rlmH	NMB2022	gene	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
NGFG_00032	NGFG_00032	gene	Fe(2+)-trafficking protein family		NMB2021	gene	oxidative damage protection protein
NGFG_00033	NGFG_00033	gene	hypothetical protein		NMB2020	gene	Bax inhibitor-1 family protein
NGFG_00034	NGFG_00034	gene	phosphopantetheine adenylyltransferase	coaD	NMB2019	gene	pantetheine-phosphate adenylyltransferase
NGFG_00035	NGFG_00035	gene	cell surface protein				
NGFG_02488	NGFG_02488	gene	transposase		NMB1411	gene	IS1595 family transposase
NGFG_00036	NGFG_00036	gene	iron complex ABC transporter ATP-binding protein		NMB1993	gene	ABC transporter ATP-binding protein
NGFG_00037	NGFG_00037	gene	hypothetical protein		NMB1992	gene	hypothetical protein
NGFG_00038	NGFG_00038	gene	iron(III) ABC transporter permease		NMB1991	gene	iron chelate uptake ABC transporter family permease subunit
NGFG_00039	NGFG_00039	gene	iron complex ABC transporter permease		NMB1990	gene	ABC transporter permease
NGFG_00041	NGFG_00041	gene	iron complex ABC transporter substrate-binding protein		NMB1989	gene	siderophore ABC transporter substrate-binding protein
NGFG_00042	NGFG_00042	gene	TonB-dependent siderophore receptor		NMB1988	gene	TonB-dependent receptor
NGFG_00043	NGFG_00043	gene	chaperonin		NMB1973	gene	co-chaperone GroES
NGFG_00044	NGFG_00044	gene	chaperonin	groL	NMB1972	gene	chaperonin GroEL
NGFG_00045	NGFG_00045	gene	NSS family neurotransmitter:Na+ symporter		NMB1975	gene	sodium-dependent transporter
NGFG_02489	NGFG_02489	gene	hypothetical protein			gene	methionine/alanine import family NSS transporter small subunit
NGFG_00046	NGFG_00046	gene	hypothetical protein				
NGFG_00048	NGFG_00048	gene	diaminopimelate decarboxylase	lysA	NMB1976	gene	diaminopimelate decarboxylase
NGFG_00049	NGFG_00049	gene	lipoprotein		NMB1977	gene	lipoprotein
NGFG_00050	NGFG_00050	gene	protein CyaY	cyaY	NMB1978	gene	iron donor protein CyaY
NGFG_00051	NGFG_00051	gene	hypothetical protein		NMB1980	gene	DUF2251 domain-containing protein
NGFG_00052	NGFG_00052	gene	S-ribosylhomocysteine lyase	luxS	NMB1981	gene	S-ribosylhomocysteine lyase
NGFG_00054	NGFG_00054	gene	DNA polymerase I	polA	NMB1982	gene	DNA polymerase I
NGFG_00055	NGFG_00055	gene	hypothetical protein		NMB1983	gene	Fic family protein
NGFG_00056	NGFG_00056	gene	adhesion and penetration protein		NMB1985	gene	adhesion and penetration autotransporter App
NGFG_00058	NGFG_00058	gene	tRNA modification GTPase mnmE	mnmE	NMB1987	gene	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
NGFG_00062	NGFG_00062	gene	hemoglobin-haptoglobin utilization protein B				
NGFG_00063	NGFG_00063	gene	hemoglobin receptor				
NGFG_00064	NGFG_00064	gene	hypothetical protein		NMB1971	gene	DUF560 domain-containing protein
NGFG_00065	NGFG_00065	gene	para-aminobenzoate synthase component		NMB1970	gene	chorismate-binding protein
NGFG_00066	NGFG_00066	pseudogene					
NGFG_00067	NGFG_00067	gene	aldehyde dehydrogenase	aldA	NMB1968	gene	aldehyde dehydrogenase
NGFG_00068	NGFG_00068	gene	aldehyde dehydrogenase	aldA	NMB1968	gene	aldehyde dehydrogenase
NGFG_00069	NGFG_00069	gene	AraC family transcriptional regulator		NMB1967	gene	helix-turn-helix transcriptional regulator
NGFG_00070	NGFG_00070	gene	hypothetical protein		NMB1966	gene	ABC transporter ATP-binding protein
NGFG_00071	NGFG_00071	gene	ABC transporter permease	mlaE	NMB1965	gene	lipid asymmetry maintenance ABC transporter permease subunit MlaE
NGFG_00072	NGFG_00072	gene	ABC transporter substrate-binding protein virulence factor Mce	mlaD	NMB1964	gene	outer membrane lipid asymmetry maintenance protein MlaD
NGFG_00073	NGFG_00073	gene	toluene tolerance protein		NMB1963	gene	phospholipid-binding protein MlaC
NGFG_00074	NGFG_00074	gene	hypothetical protein		NMB1962	gene	STAS domain-containing protein
NGFG_00075	NGFG_00075	gene	lipoprotein		NMB1961	gene	VacJ family lipoprotein
NGFG_00076	NGFG_00076	gene	hypothetical protein		NMB1960	gene	hypothetical protein
NGFG_00077	NGFG_00077	gene	thioesterase		NMB1959	gene	acyl-CoA thioesterase
NGFG_00078	NGFG_00078	gene	thioredoxin		NMB1958	gene	TlpA family protein disulfide reductase
NGFG_02490	NGFG_02490	gene	galactoside O-acetyltransferase		NMB1957	pseudogene	acyltransferase
NGFG_00081	NGFG_00081	gene	50S ribosomal protein L31	rpmE	NMB1956	gene	50S ribosomal protein L31
NGFG_00082	NGFG_00082	gene	cadmium resistance transporter		NMB1955	gene	CadD family cadmium resistance transporter
NGFG_00083	NGFG_00083	gene	inner membrane protein		NMB1954	gene	glycosyltransferase family 39 protein
NGFG_00084	NGFG_00084	gene	stringent starvation protein A		NMB1953	gene	glutathione S-transferase N-terminal domain-containing protein
NGFG_00085	NGFG_00085	gene	stringent starvation protein B		NMB1952	gene	ClpXP protease specificity-enhancing factor
NGFG_00087	NGFG_00087	gene	GatB/Yqey domain protein		NMB1951	gene	GatB/YqeY domain-containing protein
NGFG_00088	NGFG_00088	gene	30S ribosomal protein S21		NMB1950	gene	30S ribosomal protein S21
NGFG_00089	NGFG_00089	gene	soluble lytic murein transglycosylase		NMB1949	gene	lytic transglycosylase domain-containing protein
NGFG_00091	NGFG_00091	gene	D-methionine ABC transporter ATP-binding protein		NMB1948	gene	methionine ABC transporter ATP-binding protein
NGFG_00092	NGFG_00092	gene	D-methionine ABC transporter permease		NMB1947	gene	ABC transporter permease
NGFG_00093	NGFG_00093	gene	D-methionine ABC transporter substrate-binding protein		NMB1946	gene	hypothetical protein
NGFG_00094	NGFG_00094	gene	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylase		NMB1945	gene	UbiX family flavin prenyltransferase
NGFG_00095	NGFG_00095	gene	ParB-like chromosome partition protein		NMB1944	gene	ParB/RepB/Spo0J family partition protein
NGFG_00097	NGFG_00097	gene	ATP synthase I		NMB1941	gene	ATP synthase subunit I
NGFG_00098	NGFG_00098	gene	ATP synthase F0%2C subunit A	atpB	NMB1940	gene	F0F1 ATP synthase subunit A
NGFG_00099	NGFG_00099	gene	ATP synthase subunit C	atpE	NMB1939	gene	F0F1 ATP synthase subunit C
NGFG_00100	NGFG_00100	gene	ATP synthase F0%2C subunit B		NMB1938	gene	F0F1 ATP synthase subunit B
NGFG_00101	NGFG_00101	gene	ATP synthase F1%2C subunit delta		NMB1937	gene	F0F1 ATP synthase subunit delta
NGFG_00102	NGFG_00102	gene	ATP synthase F1%2C subunit alpha		NMB1936	gene	F0F1 ATP synthase subunit alpha
NGFG_00103	NGFG_00103	gene	ATP synthase F1%2C gamma chain	atpG	NMB1935	gene	F0F1 ATP synthase subunit gamma
NGFG_00104	NGFG_00104	gene	ATP synthase F1%2C subunit beta	atpD	NMB1934	gene	F0F1 ATP synthase subunit beta
NGFG_00105	NGFG_00105	gene	ATP synthase F1%2C epsilon chain		NMB1933	gene	F0F1 ATP synthase subunit epsilon
NGFG_00106	NGFG_00106	gene	glycyl-tRNA synthetase alpha subunit	glyQ	NMB1932	gene	glycine--tRNA ligase subunit alpha
NGFG_00107	NGFG_00107	gene	glycyl-tRNA synthetase beta subunit		NMB1930	gene	glycine--tRNA ligase subunit beta
NGFG_00108	NGFG_00108	pseudogene			NMB1929	gene	glycosyltransferase family 2 protein
NGFG_00109	NGFG_00109	gene	lacto-N-neotetraose biosynthesis glycosyltransferase lgtB		NMB1928	gene	glycosyltransferase family 25 protein
NGFG_00110	NGFG_00110	gene	glycosyltransferase				
NGFG_00112	NGFG_00112	pseudogene			NMB1929	gene	glycosyltransferase family 2 protein
NGFG_02228	NGFG_02228	gene	lacto-N-neotetraose biosynthesis glycosyltransferase lgtE		NMB1926	gene	glycosyltransferase family 25 protein
NGFG_00113	NGFG_00113	gene	RsmE family RNA methyltransferase		NMB1925	gene	16S rRNA (uracil(1498)-N(3))-methyltransferase
NGFG_00114	NGFG_00114	gene	inositol-1-monophosphatase		NMB1924	gene	inositol monophosphatase family protein
NGFG_00115	NGFG_00115	gene	SEC-C domain-containing protein		NMB1923	pseudogene	YchJ family protein
NGFG_00116	NGFG_00116	gene	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	NMB1921	gene	3-oxoacyl-ACP reductase FabG
NGFG_00117	NGFG_00117	gene	GMP synthase [glutamine-hydrolyzing]	guaA	NMB1920	gene	glutamine-hydrolyzing GMP synthase
NGFG_00118	NGFG_00118	gene	lipid A export ATP-binding/permease MsbA	msbA	NMB1919	gene	lipid A export permease/ATP-binding protein MsbA
NGFG_00119	NGFG_00119	gene	malonyl CoA-acyl carrier protein transacylase	fabD	NMB1918	gene	ACP S-malonyltransferase
